,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
PCMT1,-0.205176,0.111049,0.286814,-0.0214651,0.496478,-0.0859559,0,0,0,0,-0.119982,0.310868,0.110462,0,-0.211521,-0.101945
PCMTD1,-0.0955413,0.591915,-0.0964016,-0.187267,0,-0.131019,0,0,0,0,-0.0248692,-0.165684,-0.01761,0,-0.195624,-0.189322
PCNA,0.0124041,-0.161975,0.191518,-0.0107465,0.668569,-0.0576963,0,0,0,0,-0.024889,-0.193402,0.0620309,0,-0.120498,-0.209201
PCNT,-0.141511,-0.0947787,-0.00734967,0.0656586,0,-0.0130129,0,0,0,0,0.117338,-0.126905,0.330076,0,-0.0780581,-0.0629014
PCNX,-0.114901,-0.105873,-0.0538542,-0.000772798,0,-0.0786456,0,0,0,0,-0.0925112,-0.0955136,-0.029864,0.940801,0.00372427,0.0255327
PCNXL2,-0.0759422,-0.196144,0.163206,0.439083,0,0.0269679,0,0,0,0,-0.100437,-0.133044,0.0243907,0,0.229292,-0.144048
PCNXL4,-0.01658,-0.199799,-0.00377657,0.0761878,0,-0.119398,0,0,0,0,-0.175611,0.415784,0.124136,0,-0.0523819,-0.10208
PCOLCE,-0.0968903,-0.0968866,-0.0977292,-0.094902,0,-0.0921867,0,0,0.846558,0.461607,-0.0940106,-0.0954243,-0.0940858,0,-0.0987014,-0.0940334
PCOLCE2,-0.098519,-0.0876738,-0.0965859,-0.0934618,0,-0.0936435,0,0,0.551582,0,0.404536,-0.092275,-0.0927886,0,-0.0942748,-0.0739052
PCP4,-0.0670428,-0.0669316,-0.0664696,-0.0630682,0,-0.0591889,0,0,0,0.825421,-0.0623373,-0.0572175,-0.0672065,0,-0.0644967,-0.0594562
PCSK1N,-0.113024,-0.0741255,0.0443935,-0.0718358,0,-0.0902934,0,0.603297,0,0,-0.0818986,-0.102449,-0.112678,0,-0.0203543,-0.111723
PCSK5,-0.17997,-0.179212,-0.169108,-0.164991,0,-0.130006,0,0,0.625533,0,0.000658588,-0.163626,0.176206,0,-0.125629,0.0525378
PCSK7,0.115213,-0.239921,0.260606,0.440986,0,-0.180436,0,0,0,0,-0.231381,-0.229506,0.427436,0,0.261936,-0.202623
PCTP,-0.190157,-0.0825422,0.039102,-0.190247,0,-0.0708441,0,0,0,0,0.0886812,0.569818,-0.00661743,0,-0.244838,0.089739
PCYOX1,-0.209196,0.146616,-0.15302,-0.140456,0,-0.187503,0,0,0,0.57917,-0.00431971,-0.0300183,-0.150097,0,-0.138045,-0.172659
PCYOX1L,-0.123655,-0.196613,0.515671,-0.0364177,0,0.0538529,0,0,0,0,0.0918393,-0.0287622,-0.0915477,0,0.0156122,-0.0188122
PCYT1A,-0.179586,-0.200474,0.0066679,-0.0625661,0,-0.0307937,0,0,0,0,0.0355414,-0.144362,0.0140662,0.801177,-0.131346,0.0298762
PDAP1,-0.111634,0.00751542,0.171729,0.00891798,0,-0.134621,0,0.714477,0,0,-0.123156,-0.21092,0.117461,0,-0.123287,-0.279602
PDCD1,-0.119864,-0.111746,0.523728,0.326071,0.617505,-0.109872,0,0,0,0,-0.128151,-0.137716,-0.0790143,0,0.0367497,-0.128271
PDCD10,-0.0925815,-0.278687,0.338116,0.0319115,0.546676,-0.0357004,0,0,0,0,0.00380162,-0.206576,0.197012,0,-0.102366,-0.0996069
PDCD1LG2,-0.158743,-0.0742421,0.0156718,-0.140092,0,0.269596,0,0,0,0,0.325298,0.515094,-0.15009,0,-0.138278,-0.0491585
PDCD4,-0.0298447,-0.108888,0.142965,0.313658,0.675856,-0.161649,0,0,0,0,-0.184913,-0.0704775,0.184151,0,0.144837,-0.212869
PDCD5,-0.192658,0.0736727,0.0413208,-0.0997184,0,-0.0568747,0,0.817935,0,0,-0.0546213,-0.188342,-0.0615331,0,-0.12724,-0.16483
PDCD6,-0.0785594,-0.238484,0.253745,-0.142465,0,-0.0157365,0,0.595362,0,0,-0.160432,-0.126113,0.0423055,0,-0.192398,-0.209778
PDCD6IP,-0.08733,-0.303926,-0.00934419,-0.154482,0,-0.0947622,0,0,0,0,0.301793,-0.147735,-0.0429128,0,-0.227383,0.252688
PDCL,-0.163643,-0.210426,0.150716,-0.0564754,0,-0.160706,0.525156,0,0,0,0.0155796,0.412725,0.0146504,0,-0.0852662,-0.203019
PDCL3,-0.157037,-0.226781,0.363187,0.304836,0.48374,0.214076,0,0,0,0,-0.0845315,0.00966503,0.0281213,0,0.00131699,-0.14727
PDE10A,-0.096629,-0.0938288,-0.0940983,-0.0955648,0,-0.0929589,0.847712,0,0,0,-0.088972,-0.0815745,-0.093851,0,-0.0940366,-0.0892186
PDE11A,-0.071749,-0.070176,-0.0663071,-0.0643291,0,-0.0352781,0,0.608783,0,0,-0.0436043,-0.00533487,-0.0602485,0,-0.0724901,-0.0609728
PDE1A,-0.0930014,-0.092123,-0.0943996,-0.0938916,0,-0.0894176,0,0,0,0.887766,-0.0889429,-0.0845619,-0.0923771,0,-0.0947182,-0.0876456
PDE1B,-0.120846,-0.098476,0.00142041,-0.00516739,0,-0.00577151,0,0,0,0.604762,0.191894,-0.143096,-0.0917874,0,-0.103638,0.107353
PDE1C,-0.0930246,-0.0944277,-0.0978538,-0.101647,0,-0.0921756,0.581843,0,0,0.585447,-0.0755464,-0.0796573,-0.0980703,0,-0.102645,-0.0842058
PDE2A,-0.084012,-0.0810423,-0.0807637,-0.0848423,0,-0.0559929,0.960731,0,0,0,-0.037355,-0.0374256,-0.0827826,0,-0.0887161,-0.0406229
PDE3A,-0.0945719,-0.094812,-0.0964792,-0.0961842,0,-0.0940535,0,0,0,0.932624,-0.0895614,0.0478955,-0.094701,0,-0.0975518,-0.0906476
PDE3B,-0.223392,-0.20556,0.185081,0.478162,0,-0.170764,0,0,0,0,0.0494914,0.0143484,0.0500877,0,0.389874,-0.155548
PDE4A,-0.285032,-0.14635,0.0347529,0.0425243,0,0.308042,0,0,0,0,0.149752,0.454776,0.143161,0,-0.177667,0.286029
PDE4C,-0.106938,-0.119791,-0.112351,-0.0959098,0,-0.091535,0,0.675962,0,0,-0.0846944,-0.112834,-0.120001,0,-0.108094,-0.0845204
PDE4D,-0.16561,-0.149955,0.0899096,0.54421,0.481187,-0.18656,0,0,0,0,-0.208677,-0.0556362,0.245646,0,0.182253,-0.0994691
PDE4DIP,-0.212181,-0.00125802,-0.048761,0.219459,0,0.0513058,0,0,0,0,0.534409,-0.225612,-0.143839,0,-0.0458825,0.223207
PDE5A,-0.0943462,-0.0911792,-0.0880871,-0.0961601,0,-0.09376,0,0,0,0.912604,-0.0926635,-0.0827434,-0.0939107,0,-0.0986142,-0.092946
PDE6D,-0.0547715,-0.0865415,0.302599,-0.0423029,0,0.0480798,0,0,0,0,-0.135409,-0.0834969,0.119039,0,-0.123353,-0.178558
PDE6G,-0.0961617,-0.0631568,-0.104707,-0.129711,0,0.201087,0,0,0,0,0.235864,0.385403,0.35799,0,-0.11368,0.0687392
PDE7A,0.289425,-0.21425,0.0414427,0.438695,0,-0.0459482,0,0,0,0,-0.158067,-0.235088,0.23842,0,0.214218,-0.133601
PDE7B,-0.0997611,-0.156072,0.075521,-0.144352,0,-0.128972,0,0,0,0,-0.135754,0.523654,-0.105937,0,-0.119139,-0.111856
PDE8A,-0.157018,-0.183155,-0.171297,-0.183627,0,-0.0584275,0.583432,0,0,0,0.19829,0.131084,-0.184244,0,-0.12941,0.031835
PDE8B,-0.0428393,-0.0941506,-0.109596,-0.10848,0,-0.058044,0,0,0,0.793859,-0.0715146,-0.0793573,-0.112116,0,-0.107351,-0.0872854
PDGFA,-0.11098,-0.11431,-0.0341194,-0.111352,0,-0.0920881,0,0,0,0.929075,-0.0344608,-0.0784082,-0.10687,0,-0.115063,-0.108529
PDGFB,-0.119118,-0.115718,-0.108977,-0.0971288,0,-0.0171891,0.627358,0,0,0,0.670499,-0.117774,-0.112817,0,-0.10095,-0.0970342
PDGFC,-0.129693,-0.114319,-0.127367,-0.12711,0,-0.0349808,0,0,0.88264,0,0.227761,-0.115624,-0.132633,0,-0.129505,-0.0324166
PDGFD,-0.0508566,-0.0872336,-0.106931,-0.0819032,0,-0.102604,0.912149,0,0,0,-0.104418,-0.108466,0.124116,0,-0.107879,-0.103734
PDGFRA,-0.0754998,-0.0729683,-0.0686099,-0.076005,0,-0.0694336,0,0,0.840924,0,-0.0648063,-0.0746573,-0.0712222,0,-0.0760057,-0.0725572
PDGFRB,-0.0875513,-0.0878713,-0.0895085,-0.088158,0,-0.0829396,0,0,0,0.955271,-0.0862314,-0.0855579,-0.0685533,0,-0.0908326,-0.0839524
PDGFRL,-0.0776799,-0.0723289,-0.0790079,-0.0758936,0,-0.0729281,0,0,0.964037,0,-0.0732179,-0.0765997,-0.076618,0,-0.0774778,-0.075516
PDHB,-0.0537352,-0.0480827,0.348602,-0.0876641,0,-0.0449147,0,0,0,0,-0.149629,-0.180526,0.108574,0,-0.140402,-0.206658
PDIA3,-0.297489,0.365871,-0.090254,-0.150434,0,0.15828,0,0,0,0,0.085811,0.0568024,0.227672,0,-0.29089,-0.182354
PDIA4,-0.140664,0.906431,-0.0765433,-0.133173,0,-0.0330668,0,0,0,0,0.0219053,-0.124991,-0.0631635,0,-0.151893,-0.109674
PDIA5,-0.163269,0.620028,-0.166327,-0.169929,0,-0.109835,0,0,0,0,-0.093693,-0.0937519,-0.179736,0,-0.161479,-0.130252
PDIA6,-0.126711,0.931488,-0.00450379,-0.127178,0,-0.0579475,0,0,0,0,0.00845839,-0.065687,-0.0612307,0,-0.167409,-0.123311
PDIK1L,-0.117056,0.336566,-0.0194503,-0.0670088,0,-0.117857,0,0,0,0,0.14335,0.156056,-0.0495407,0,-0.020697,-0.108457
PDILT,-0.0457491,-0.0658088,0.0792143,-0.0696113,0.418438,0.0654897,0,0,0,0,0.0119321,-0.0734657,0.068297,0,-0.0698428,0.038718
PDK1,-0.0804543,0.923212,-0.0699802,-0.0940178,0,-0.107258,0,0,0,0,-0.0194988,-0.114511,-0.0943541,0,-0.0638061,-0.0475812
PDK2,-0.152359,0.372365,0.180036,-0.101951,0,-0.115369,0,0,0,0,-0.130875,-0.085756,0.0391569,0,-0.124089,-0.157997
PDK4,-0.133655,-0.13026,-0.132459,-0.134467,0,-0.0772263,0,0,0,0.820703,0.233245,-0.130414,-0.133738,0,-0.135832,-0.0483567
PDLIM1,0.0881096,-0.0773627,-0.157492,-0.133255,0,-0.115863,0.802914,0,0,0,-0.131754,-0.157648,-0.11712,0,-0.157203,-0.14506
PDLIM2,-0.051926,-0.296043,-0.0312123,0.0897488,0,-0.189781,0,0,0.80782,0,-0.239237,-0.199276,0.0821987,0,-0.0368668,-0.10827
PDLIM3,-0.109789,-0.0866667,-0.110139,-0.108525,0,-0.105984,0,0,0.723716,0.6068,-0.104779,-0.104934,-0.108791,0,-0.112145,-0.104685
PDLIM4,-0.150624,-0.135155,-0.0980944,-0.12978,0,-0.1273,0,0,0.824983,0,-0.100564,-0.0665009,-0.143556,0,-0.143399,-0.126643
PDLIM5,-0.164391,-0.15848,-0.149623,-0.147664,0,-0.0975086,0,0.726467,0,0,-0.107546,0.378983,-0.135498,0,-0.155958,-0.0842104
PDPK1,-0.0845878,-0.133441,-0.0891686,-0.089467,0,-0.00638969,0,0,0,0,-0.00187522,-0.131593,-0.0407691,0.811544,-0.122274,0.101055
PDPN,-0.104074,-0.0954265,-0.101172,-0.099555,0,-0.0865437,0,0,0.836255,0,0.236806,-0.100732,-0.0985919,0,-0.0985971,-0.0704478
PDSS1,-0.0754761,-0.175201,0.0739036,-0.00689188,0,0.0338812,0,0,0,0,0.103649,-0.128694,-0.056446,0,-0.10693,0.335167
PDXDC1,-0.11312,0.379523,-0.0685617,-0.00923272,0,-0.163308,0,0,0,0,0.0319516,0.0165905,-0.0517446,0,-0.137225,-0.222609
PDXK,-0.239726,0.463235,-0.158754,-0.174396,0,-0.0195285,0,0,0,0,0.52408,-0.191023,-0.185206,0,-0.213784,0.233901
PDZD2,-0.111801,-0.113885,-0.109987,-0.119242,0,-0.104316,0.620556,0,0,0,-0.073419,-0.0690061,-0.102602,0,-0.11905,-0.102714
PDZD4,-0.128138,-0.118622,-0.113134,-0.0262812,0,-0.107151,0,0,0,0,-0.0931007,-0.110791,0.515104,0,-0.0265547,-0.110136
PDZD8,-0.184993,-0.162866,-0.102496,-0.0176765,0,-0.101154,0,0,0,0,-0.0539085,-0.00902402,-0.0145922,0.814592,-0.137146,-0.0501783
PDZK1IP1,-0.0785774,-0.0796196,-0.0829628,-0.0714959,0,-0.0666758,0,0.880356,0,0,-0.0669059,-0.0898335,-0.0870778,0,-0.0733488,-0.0839895
PDZRN3,-0.10183,-0.104144,-0.10403,-0.102127,0,-0.100729,0,0,0.840454,0,-0.0938988,-0.0995682,-0.103031,0,-0.10272,-0.100802
PEA15,-0.099752,-0.162613,-0.169419,-0.204448,0,0.512823,0.556678,0,0,0,0.196424,-0.166881,-0.202287,0,-0.213044,0.0858899
PEAK1,-0.102643,-0.153109,-0.157146,-0.162009,0,-0.111291,0,0,0,0.702325,0.149347,-0.178232,-0.0536177,0,-0.178235,-0.105334
PEAR1,-0.105626,-0.0960245,-0.104928,-0.107307,0,-0.0968849,0.515501,0,0,0.753092,-0.101004,-0.102902,-0.106212,0,-0.107722,-0.0964302
PEBP1,-0.13689,-0.0139391,0.0559033,-0.12379,0,-0.0915234,0,0,0,0,-0.0283559,0.4881,-0.209609,0,-0.0627289,-0.340592
PECAM1,-0.121563,0.202504,-0.132263,-0.0305053,0,-0.0242501,0.879657,0,0,0,0.0669209,-0.143017,-0.106405,0,-0.134984,0.153647
PECR,-0.10923,-0.0415645,0.473973,-0.0314793,0,-0.0991759,0,0,0,0,-0.0173047,-0.1255,0.17163,0,0.00999785,-0.120943
PEG10,0.00059549,-0.0551338,-0.0643917,-0.0624116,0,-0.0675945,0,0.74517,0,0,-0.00916612,-0.069751,-0.0686729,0,-0.0652466,-0.0652818
PELI1,-0.10129,0.0786296,-0.00962133,-0.131978,0,-0.0553356,0,0,0,0,0.024416,-0.120866,-0.141514,0.939462,-0.120871,0.052877
PELI2,-0.120516,-0.146523,-0.148853,-0.144483,0,-0.0688935,0,0,0,0,-0.041459,-0.103472,-0.0750586,0.860329,-0.113909,0.157536
PELO,-0.246062,-0.105337,-0.103373,0.165915,0,-0.213459,0,0,0,0.420823,-0.18746,-0.241593,-0.0772292,0,-0.12859,-0.204721
PENK,-0.0558454,-0.0153656,-0.0519761,-0.0424088,0,-0.0397034,0,0,0.436998,0,-0.0511655,0.00365747,-0.0591758,0,-0.0419549,-0.0542209
PEPD,-0.198449,-0.114157,0.0567516,-0.144317,0,0.00158259,0,0,0,0,0.428541,0.276868,0.0471001,0,-0.183875,0.036084
PER3,-0.189736,-0.178944,-0.118111,-0.149878,0,-0.137768,0,0,0,0,0.400856,0.131628,-0.123805,0,-0.176686,-0.158612
PERP,-0.147785,-0.0623584,-0.0242801,0.042193,0,-0.139131,0,0.87459,0,0,-0.152882,-0.0499288,-0.0921524,0,-0.0375187,-0.14929
PET100,-0.219391,0.383345,0.307622,-0.0304394,0.420363,0.0694289,0,0,0,0,-0.0511229,-0.243443,0.109005,0,-0.215212,0.232722
PEX16,0.0468896,-0.0129538,0.342974,0.0547745,0,-0.0208472,0,0,0,0,-0.177406,-0.106826,0.208072,0,0.0520496,-0.0927992
PEX2,-0.096684,0.167088,0.255086,-0.0493952,0,-0.154484,0,0,0,0,-0.0805453,-0.00455733,0.368524,0,-0.134954,-0.178403
PEX3,0.0195445,-0.113778,0.362962,-0.0562928,0,-0.0797168,0,0,0,0,-0.0636791,-0.028631,0.135715,0,-0.0604135,-0.221158
PFDN2,-0.162762,-0.215992,0.0756108,-0.138665,0,0.222947,0,0.604649,0,0,-0.00633741,0.0321683,-0.0532902,0,-0.228547,-0.0936883
PFDN5,0.255439,-0.104225,-0.0636094,-0.0159096,0,0.0611703,0,0,0,0,-0.0398679,0.352732,-0.067416,0,0.215114,0.448916
PFKFB2,-0.0719201,-0.108431,-0.137327,-0.141096,0,0.121247,0,0,0,0,0.117828,-0.079595,-0.126659,0.814826,-0.130704,-0.035078
PFKFB3,-0.211528,-0.19096,0.0393135,0.0542243,0,0.0792654,0,0,0,0,0.261503,-0.179383,-0.182269,0,-0.0749435,0.43169
PFKFB4,-0.0835537,-0.0762492,-0.0802088,-0.0853678,0,-0.0726978,0,0,0,0,-0.0130951,-0.0770797,-0.0783416,0.957589,-0.0819435,0.0191931
PFKL,-0.0872166,-0.0705226,0.124787,-0.217742,0,0.291923,0,0,0,0,0.316548,-0.200061,-0.213439,0,-0.190056,0.0596268
PFKM,-0.0460923,-0.0643516,-0.0738466,-0.155844,0,-0.111201,0,0,0,0.610001,-0.0778114,-0.186416,-0.116494,0,-0.141069,-0.13686
PFKP,-0.168403,-0.292544,0.475754,0.111752,0.426865,-0.0251878,0,0,0,0,-0.0915684,0.0187735,0.0690785,0,-0.0211677,-0.181801
PFN1,-0.029495,-0.339639,0.399607,0.0820338,0.46859,0.295936,0,0,0,0,-0.0550287,-0.26055,0.402609,0,-0.0996841,0.0964919
PFN2,-0.121927,-0.104469,-0.123959,-0.124405,0,-0.115218,0,0.681516,0.442194,0,-0.107732,-0.0523668,-0.124207,0,-0.113851,-0.12406
PGAM1,-0.270094,-0.166621,0.535743,-0.0407916,0.499433,-0.0144408,0,0,0,0,-0.0960185,-0.251699,0.00508207,0,-0.250049,0.152816
PGAM4,-0.0652319,-0.135644,0.27364,-0.152089,0.518222,0.0778636,0,0,0,0,-0.0510243,-0.133081,0.0447764,0,-0.139596,-0.101737
PGAP1,-0.130271,-0.184377,0.220409,0.302018,0,-0.14992,0,0,0,0,-0.146456,-0.164948,-0.118736,0,0.184531,-0.148637
PGBD5,-0.0819287,-0.0830119,-0.0885655,-0.0926046,0,-0.0850575,0,0,0,0,0.188046,0.701134,-0.0857166,0,-0.0902584,-0.0792223
PGD,-0.13944,-0.111691,-0.0997228,-0.142956,0,0.018536,0,0,0,0,0.126026,-0.0882142,-0.124866,0.87828,-0.147285,0.259734
PGF,-0.0918812,-0.0920213,-0.0943151,-0.0901815,0,-0.0892352,0,0,0,0.953019,-0.0883743,-0.0811093,-0.092897,0,-0.0949506,-0.0884059
PGK1,-0.203542,-0.229779,0.258725,-0.00219568,0.502164,0.0141409,0,0,0,0,0.115932,-0.301036,0.0131951,0,-0.136852,0.201282
PGK2,-0.060614,-0.0971443,0.276869,-0.0940886,0.634265,0.112328,0,0,0,0,-0.0257934,-0.107777,0.0734005,0,-0.108951,-0.0839702
PGLS,-0.0979435,-0.305283,0.00843764,-0.179048,0,0.422816,0,0,0,0,0.234679,-0.221534,-0.0827938,0,-0.175947,0.587966
PGLYRP1,-0.0632179,-0.0633116,-0.0637135,-0.0662311,0,-0.0647102,0,0,0,0,-0.0635883,-0.0657414,-0.0629896,0.955845,-0.0647114,-0.0595839
PGLYRP2,-0.142079,0.667284,0.0336114,0.162776,0,-0.136768,0,0,0,0,-0.140939,-0.121916,-0.0537687,0,0.111532,-0.0532712
PGM1,-0.221188,-0.0312079,-0.00859248,-0.10525,0,-0.0680438,0,0,0.5809,0,-0.084168,-0.0885542,0.126874,0,-0.184923,-0.157346
PGM2L1,-0.10035,-0.194701,0.563749,0.0271488,0,-0.179739,0,0,0,0,-0.136049,-0.146145,-0.107963,0,0.132722,-0.229329
PGM3,-0.144294,0.706667,-0.142936,-0.109881,0,-0.136189,0,0,0,0,-0.00713796,-0.0681662,-0.134544,0,-0.146812,-0.150283
PGM5,-0.12954,-0.126669,-0.126697,-0.131482,0,-0.115099,0.688539,0,0,0.461908,0.097293,-0.126663,-0.128674,0,-0.128883,-0.116914
PGP,-0.238735,0.155623,-0.0286268,0.0249908,0,-0.00567876,0,0.712,0,0,0.172255,-0.189197,-0.0247704,0,-0.119873,-0.0137354
PGPEP1,-0.207905,0.398158,-0.115663,-0.073724,0,-0.179661,0,0,0,0,0.162168,0.330241,0.0696795,0,-0.142247,-0.0371195
PGR,-0.0864351,-0.0934803,-0.0916294,-0.0910218,0,-0.0930961,0,0,0.604841,0.444611,-0.085203,-0.0718285,-0.0925963,0,-0.0898088,-0.0902815
PGRMC1,-0.209159,-0.122482,-0.0817404,-0.144856,0,-0.116257,0,0,0.467163,0,-0.0115462,-0.118582,-0.146203,0,-0.167757,-0.115481
PGRMC2,-0.200494,0.635612,-0.129732,-0.0121479,0,-0.214734,0,0,0,0,-0.0721563,-0.145773,-0.0840437,0,-0.0853661,-0.205686
PGS1,-0.0795652,-0.0980241,-0.0229199,-0.0876179,0,-0.0857933,0,0,0,0,-0.0622504,-0.0933406,-0.0810557,0.964934,-0.0703327,-0.0241564
PHACTR1,0.348938,0.0974574,-0.209293,-0.215363,0,0.379937,0,0,0,0,0.251651,0.0146932,-0.213708,0,-0.214556,0.350483
PHACTR2,-0.313402,-0.30222,0.374231,-0.0494934,0,-0.061221,0.635192,0,0,0,-0.0244153,0.00442569,-0.17679,0,-0.0488674,-0.0614953
PHACTR3,-0.0927056,-0.074846,-0.094762,-0.0844063,0,-0.0751982,0,0.678762,0,0,-0.0501215,-0.104392,-0.086005,0,-0.0883716,-0.0887038
PHACTR4,-0.166997,-0.19022,-0.102123,-0.100106,0,-0.0430785,0.712778,0,0,0,0.206118,-0.00432135,0.00388866,0,-0.118401,-0.0518459
PHB,-0.0691007,-0.0698136,0.0594506,-0.108645,0,0.135296,0,0.772458,0,0,-0.0361791,-0.0753294,0.0508259,0,-0.165228,-0.247894
PHC2,-0.0980025,-0.0960515,-0.0919062,-0.0956057,0,-0.0669999,0,0,0,0,0.00971814,-0.0935295,-0.0887847,0.985857,-0.0961516,-0.0138186
PHEX,-0.0864757,-0.0657159,0.0969001,-0.052602,0,0.538222,0,0,0,0,-0.0742573,-0.103248,-0.106848,0,-0.0543552,-0.1002
PHF1,0.24116,0.202551,0.0618171,0.352132,0,-0.305986,0,0,0,0,-0.280526,0.0953612,0.0743348,0,0.2867,-0.360514
PHF11,-0.0821342,-0.25565,0.406281,0.0925333,0.484284,-0.0389048,0,0,0,0,-0.0240347,-0.256355,0.163589,0,0.0382838,-0.0577341
PHF12,-0.0948996,-0.10784,-0.0518113,0.00978816,0,-0.0962179,0,0,0,0,-0.0525609,-0.10302,-0.0309282,0.918666,-0.0374578,-0.0829393
PHF19,-0.14883,-0.115594,0.314379,-0.0567536,0,-0.00994618,0,0.696678,0,0,-0.0421852,-0.139072,-0.00613456,0,-0.0444631,-0.0220109
PHF20,0.193355,-0.303264,0.0129531,0.136865,0,-0.105135,0,0,0,0,-0.0923462,0.490796,0.294556,0,0.0617858,-0.140085
PHF20L1,-0.150876,-0.12522,-0.0761346,-0.0159779,0,-0.105385,0,0,0,0,-0.0519315,-0.129259,-0.00226708,0.933376,-0.0908011,0.0161434
PHF21A,-0.0703533,-0.0766902,-0.0462886,-0.0801949,0,-0.0816001,0,0,0,0,-0.0312567,-0.102758,-0.0515806,0.962422,-0.0966058,0.0149502
PHF3,-0.0651211,-0.0459646,-0.10319,0.0311721,0,-0.193389,0,0,0,0,0.12674,-0.0246566,-0.0488234,0.765843,0.00530642,-0.110955
PHF6,0.426478,-0.0109247,0.00445716,-0.0247682,0,-0.0732127,0,0,0,0,0.0926597,-0.0879476,0.0304513,0,-0.0908178,-0.209272
PHGDH,-0.0215374,0.504489,-0.139015,-0.119411,0,-0.130283,0,0,0,0,-0.107246,-0.125828,-0.131982,0,-0.144572,-0.148782
PHGR1,-0.0469837,-0.0705587,-0.0709386,-0.0719182,0,-0.0589262,0,0.693559,0,0,-0.0658,-0.0766819,-0.0616715,0,-0.0660152,-0.0660826
PHIP,-0.0631247,-0.162188,-0.00361968,0.0693185,0,-0.181452,0,0,0,0,-0.0636512,0.0479716,-0.0410976,0.832658,-0.0545389,-0.0633486
PHKA2,-0.0908322,-0.114048,-0.064063,-0.0732806,0,-0.0984961,0,0,0,0,-0.0257944,-0.0818516,-0.0512542,0.797285,-0.0936669,0.0571575
PHKB,0.166542,-0.151311,0.0922642,-0.0994073,0,-0.0443683,0.508788,0,0,0,0.189445,-0.254175,-0.115679,0,-0.171433,0.0261629
PHLDA1,-0.20972,-0.184866,0.0688292,-0.0626181,0,-0.136096,0,0,0,0.875428,-0.0608822,0.0132196,-0.138145,0,-0.0970003,-0.0626964
PHLDA2,-0.183186,-0.134346,-0.101257,-0.148733,0,0.0306691,0,0,0,0.66827,-0.107833,0.11649,-0.16905,0,-0.155886,0.00810867
PHLDA3,-0.143262,-0.122711,-0.0685315,-0.108853,0,-0.108813,0,0,0.824887,0,-0.0456273,-0.127896,-0.121808,0,-0.126577,-0.137434
PHLDB1,-0.135424,-0.141922,-0.137787,-0.124003,0,-0.087403,0,0,0.660799,0.508693,-0.101485,-0.134313,-0.131931,0,-0.138132,-0.092642
PHLDB2,-0.139481,-0.146738,-0.132452,-0.107041,0,-0.136986,0,0,0,0.733204,-0.14914,-0.146503,0.0239797,0,-0.125728,-0.144378
PHOSPHO1,-0.0644667,-0.0651835,-0.0643182,-0.0687173,0,-0.0652539,0,0,0,0,-0.0641601,-0.067909,-0.0622987,0.968273,-0.065167,-0.0609265
PHPT1,-0.272393,0.566266,0.0260242,-0.176178,0,0.0009526,0,0,0,0,-0.0497845,-0.0713546,-0.103897,0,-0.239996,-0.130477
PHTF2,0.00106721,-0.139511,0.806015,0.0348148,0,-0.0522025,0,0,0,0,-0.0255561,0.0689925,-0.139042,0,0.0804622,-0.0819462
PHYH,-0.225024,0.00619556,-0.0758457,-0.00724949,0,-0.180884,0,0,0,0,0.0543784,0.478465,-0.0402584,0,-0.0797863,-0.221529
PHYHD1,-0.141853,-0.0416281,-0.153922,-0.167023,0,-0.0524722,0,0,0.558116,0.539319,-0.0782778,-0.0931713,-0.114464,0,-0.167992,-0.126674
PHYHIP,-0.092414,-0.0713459,-0.0959225,-0.0921027,0,-0.0671678,0,0,0.876882,0,-0.0881273,-0.074374,-0.0973244,0,-0.0857352,-0.0925514
PHYKPL,0.118046,-0.0537025,0.197297,0.158585,0.440246,0.00948035,0,0,0,0,-0.217205,-0.176288,0.3263,0,0.0437509,-0.112355
PI15,-0.0771103,-0.0723599,-0.0797303,-0.0779619,0,-0.0737607,0,0,0,0.899291,-0.0730033,-0.0724719,-0.0790083,0,-0.0803286,-0.0745573
PI16,-0.0693318,-0.0618432,-0.0206107,-0.0649042,0,-0.065659,0,0,0.741238,0,-0.0726532,-0.0717381,-0.0654336,0,-0.0127689,-0.0722946
PI4K2A,-0.109712,-0.136249,-0.0270092,-0.013942,0,0.0210548,0,0,0,0,0.673059,-0.0854518,0.0534627,0,-0.14384,0.039732
PI4K2B,-0.0689829,0.31335,0.171081,-0.0105999,0,-0.0081541,0,0,0,0,-0.0423121,-0.171949,0.0706593,0,-0.0458372,-0.0160276
PICALM,-0.168562,-0.157327,-0.119025,-0.133756,0,0.00110453,0,0,0,0,0.123012,-0.129421,-0.10856,0.895798,-0.156877,0.101951
PID1,-0.152666,-0.147877,-0.150743,-0.15063,0,0.237324,0,0,0.452983,0,0.0433224,-0.142437,-0.147937,0,-0.154226,0.644111
PIEZO1,-0.188327,-0.0022431,-0.000740761,-0.0251728,0,-0.078965,0.785364,0,0,0,0.0871819,-0.2078,-0.0621802,0,-0.068855,0.0410705
PIEZO2,-0.102505,-0.0873803,-0.101594,-0.101296,0,-0.101539,0.708385,0,0.49221,0,-0.0907556,-0.0927566,-0.0961837,0,-0.101976,-0.0961377
