,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
s_segment_9_1394,0.0803,0.0001,0.0001,0,0.0001,0.3291,0,0,0.5622,0.0057,0.0126,0.0074,0.0001,0.0005,0.0009,0.0009
s_segment_9_1395,0,0,0.0048,0.0001,0.0001,0,0.1897,0.2642,0.4444,0.0008,0.087,0,0.0087,0,0,0.0002
s_segment_9_1402,0.0042,0,0.0005,0,0.0139,0.0001,0.0284,0.4602,0,0.424,0,0,0.0075,0.0087,0.0524,0.0001
s_segment_9_1428,0,0.0001,0,0,0,0,0.0042,0.3675,0.0025,0.6246,0.0011,0,0,0,0,0
s_segment_9_1432,0.0024,0.0164,0.0003,0.2445,0.0009,0.0002,0.0006,0.7209,0.0041,0.0004,0,0,0.0091,0.0001,0.0001,0
s_segment_9_144,0.0779,0.001,0.0033,0.1398,0.0215,0.0016,0.4945,0.2205,0.0019,0.0144,0.0014,0.0009,0.0001,0.0212,0,0
s_segment_9_1441,0.0104,0,0.0007,0.0031,0.1606,0.0025,0.0695,0.3474,0.3712,0.0002,0.0001,0.0081,0.0092,0.0162,0.0003,0.0005
s_segment_9_1449,0,0.0008,0.0001,0.0005,0.0005,0.0001,0.0075,0.5812,0.0044,0.3742,0.0035,0.0114,0.0002,0.0014,0.0142,0
s_segment_9_1461,0.0014,0.0001,0.0358,0,0.0001,0.0002,0.0021,0.6687,0.2815,0,0,0.0004,0.0097,0,0,0
s_segment_9_1466,0,0.0013,0.0221,0.0008,0.04,0,0.1358,0,0.1018,0.5225,0.1693,0.0001,0.0035,0,0.0026,0.0002
s_segment_9_1467,0,0.0007,0.0002,0.0281,0.0006,0.0123,0.0015,0.7793,0.0001,0.0598,0,0,0,0,0.0323,0.0851
s_segment_9_1474,0.0017,0.0004,0.0034,0,0,0.001,0,0.9831,0,0,0.0102,0.0001,0,0,0.0001,0
s_segment_9_1487,0.0001,0.0003,0.0379,0,0.0006,0.0002,0.2725,0.0005,0.0745,0.1418,0.4314,0.0017,0.0001,0.0227,0.0078,0.0079
s_segment_9_1509,0,0,0,0.0016,0.0001,0.0017,0,0.6726,0.2157,0.0271,0.001,0,0.0001,0,0.0052,0.0749
s_segment_9_1510,0.0024,0,0,0,0.1325,0.0001,0.0541,0.3695,0,0.0063,0.4334,0,0,0.0004,0.0001,0.0012
s_segment_9_152,0.0006,0,0.0003,0.0106,0.0068,0,0.094,0.0031,0.8401,0.0368,0,0.0034,0,0.0043,0,0
s_segment_9_1522,0,0,0,0,0,0,0.0001,0.1837,0.4404,0.0716,0.0057,0,0.2984,0.0001,0,0
s_segment_9_1525,0,0,0.0184,0,0,0.2746,0.0069,0,0.5964,0,0,0.0997,0.0004,0.0001,0.0035,0
s_segment_9_1540,0.0005,0,0,0,0.0001,0.0001,0.0578,0.7738,0,0.0001,0.0001,0.0009,0,0.1562,0.002,0.0084
s_segment_9_1541,0.0001,0,0.0118,0.0074,0.0058,0.0013,0.5605,0.0163,0.2245,0.0057,0.0123,0.0745,0.0012,0.0611,0.0167,0.0008
s_segment_9_1544,0,0.0002,0,0.0027,0.0009,0.0002,0.4371,0,0.2136,0.1442,0,0.022,0.0012,0.0001,0.1753,0.0025
s_segment_9_1549,0.0035,0.0007,0.0004,0.0143,0.0883,0,0.001,0.8874,0.0028,0,0.0001,0.001,0.0001,0.0004,0,0
s_segment_9_1550,0.0007,0.0027,0,0.0032,0.2965,0.028,0.0002,0.4645,0.0058,0.0054,0.0009,0,0.0028,0.0001,0.0432,0.146
s_segment_9_1557,0.0758,0.0005,0,0,0,0,0,0.2234,0,0.6965,0.0037,0,0.0001,0,0,0
s_segment_9_1558,0.0301,0.0001,0.1452,0,0,0.0028,0,0.521,0.0004,0.0148,0.275,0,0.0018,0.0087,0.0001,0
s_segment_9_1578,0.0248,0.0006,0,0.0937,0.0002,0.0094,0.0001,0.4547,0.2331,0.0001,0.0131,0,0,0.0313,0.1165,0.0224
s_segment_9_1590,0,0,0,0.0172,0.0003,0.7019,0,0.278,0.0005,0,0.0001,0.0006,0,0.0014,0,0
s_segment_9_1594,0.001,0.0294,0.0744,0.1058,0.0073,0.1553,0.0115,0.0582,0.0049,0.3148,0.0754,0.0005,0.0443,0.0014,0.0876,0.0282
s_segment_9_1599,0,0.1134,0,0,0.0001,0.0264,0.3295,0.0019,0.4104,0.1158,0.0002,0.001,0,0,0,0.0013
s_segment_9_1614,0.1158,0.0002,0.0007,0.021,0.0032,0.0033,0.0002,0.6396,0.0008,0.0001,0.0032,0.0967,0,0.0125,0.0202,0.0825
s_segment_9_1638,0,0,0,0,0,0,0,0.7297,0.1388,0,0.0002,0.0675,0.0125,0.0512,0,0.0001
s_segment_9_1658,0,0,0,0,0,0.1167,0,0.7341,0.0001,0,0,0,0.0178,0.1305,0,0.0008
s_segment_9_1660,0.0009,0,0.0001,0.0002,0,0.001,0,0.5184,0.3576,0,0,0,0,0.1106,0.0031,0.0081
s_segment_9_1667,0.1004,0,0,0.0256,0.0004,0.0001,0,0.7907,0.0012,0,0,0,0,0.0816,0,0
s_segment_9_1674,0.043,0.0005,0.0001,0,0.0017,0.0602,0.0012,0.8386,0.0025,0.0018,0.0012,0.0378,0.0108,0,0,0.0006
s_segment_9_1688,0.0204,0,0.0001,0,0,0,0,0.9759,0.0019,0,0,0.0014,0,0,0,0.0003
s_segment_9_1692,0.0209,0,0.0003,0.0006,0.0001,0.0122,0.1343,0.3546,0.0042,0.3654,0.0017,0.0932,0.0033,0.009,0,0.0002
s_segment_9_1697,0.0002,0,0.0955,0.0102,0.0008,0.0176,0.0981,0.7645,0.0001,0.0121,0,0,0.0007,0.0001,0,0.0001
s_segment_9_1705,0,0.0001,0.262,0,0.0001,0,0.0532,0.5775,0.0992,0,0.0033,0,0.0044,0.0001,0.0001,0
s_segment_9_1710,0.0759,0,0.0056,0,0,0.4408,0,0.4508,0,0,0,0.0011,0,0.0001,0.0111,0.0146
s_segment_9_172,0.0089,0.0188,0,0.0009,0.0002,0.0031,0,0,0.8129,0.0703,0.0588,0.0001,0.0099,0.0001,0,0.016
s_segment_9_1720,0.0001,0.026,0.0061,0.3304,0.0007,0.0001,0.0051,0.282,0.0035,0.001,0.2085,0.0975,0.0259,0.0001,0.0001,0.0129
s_segment_9_173,0.0001,0.0332,0.0006,0.1016,0.0075,0.0019,0.0217,0.7962,0.0292,0.0003,0.0053,0.0002,0.0005,0.0004,0.001,0.0003
s_segment_9_1734,0.0309,0.0001,0.0001,0.0164,0,0.0001,0.1041,0.6033,0.0003,0,0.0006,0.2291,0,0.0147,0.0003,0
s_segment_9_1740,0.0181,0.1565,0.0616,0,0.0058,0,0,0.3478,0.0084,0.0181,0.0002,0.0116,0.0002,0.0336,0.3381,0
s_segment_9_1748,0.0002,0.0694,0.0325,0,0.001,0.0028,0.0009,0.7794,0.0594,0.0393,0.0001,0,0.0076,0,0.0074,0
s_segment_9_1763,0,0,0.0004,0,0,0,0,0.2531,0.0021,0.6875,0,0.0563,0.0001,0,0.0001,0.0004
s_segment_9_1818,0,0,0.0001,0.0438,0.0026,0.0007,0,0.0571,0.4813,0,0.3825,0,0.0002,0.0002,0.0171,0.0144
s_segment_9_1819,0.0726,0.017,0.1663,0,0.002,0.0061,0.1692,0.0001,0.2089,0.0001,0.3481,0.002,0,0.0003,0,0.0073
s_segment_9_1840,0.0543,0.136,0,0.131,0.0005,0.0005,0,0.1205,0.0001,0.3426,0.2116,0.0001,0.0001,0.0001,0.0026,0
s_segment_9_1857,0.0027,0,0.0021,0,0,0,0,0.9505,0.0444,0,0.0001,0.0001,0.0001,0,0,0
s_segment_9_1876,0.0004,0.0002,0,0,0.0012,0,0,0.6096,0.3826,0.0001,0,0.0059,0,0,0,0
s_segment_9_1880,0,0.1844,0,0.0012,0.0004,0,0,0.7721,0.0168,0.025,0,0.0001,0,0,0,0
s_segment_9_1885,0.0823,0.0001,0.0002,0.0037,0.0006,0.6987,0.003,0.182,0.0221,0,0.0059,0.0006,0.0008,0,0,0
s_segment_9_1897,0.0001,0,0.0003,0,0,0,0,0.9837,0.0002,0,0.0001,0,0.014,0.001,0.0006,0
s_segment_9_1898,0,0,0,0.0001,0.0173,0.0006,0,0,0.4103,0.0002,0.5206,0,0.0481,0.0027,0.0001,0
s_segment_9_1906,0.0019,0.0021,0.0272,0.0062,0.0035,0.2691,0,0.5923,0.0001,0.0101,0.027,0,0.0002,0.0284,0,0.0319
s_segment_9_191,0.0128,0,0.0397,0.0125,0,0.0001,0,0,0.6598,0,0.2747,0,0,0.0004,0,0
s_segment_9_1912,0,0.0036,0.0001,0.0022,0.0055,0,0.053,0.1452,0.2748,0,0,0,0.0024,0,0.5132,0
s_segment_9_1914,0.3047,0.0028,0.0002,0.0004,0.0018,0.0041,0.0001,0.0426,0.6146,0.0191,0.0059,0.0001,0.0011,0.0018,0.0006,0.0001
s_segment_9_1921,0.0002,0.0066,0.0005,0,0.0056,0,0.017,0.5464,0.0378,0.0008,0.0106,0.3744,0,0,0,0.0001
s_segment_9_1940,0.0001,0,0.0168,0.0018,0.0561,0.2069,0.0006,0.4183,0,0,0.22,0.0051,0.0629,0.0113,0.0001,0
s_segment_9_1942,0.011,0.0009,0.0093,0.0131,0.0158,0.0608,0.0938,0,0.7662,0,0.0008,0,0.0211,0.0001,0.0007,0.0064
s_segment_9_1943,0.4314,0.0001,0,0.0004,0.0023,0.0034,0.0142,0.1948,0.0001,0,0.3473,0,0.0052,0,0.0001,0.0007
s_segment_9_1944,0.0001,0,0.0034,0,0.0041,0,0.0485,0.933,0,0,0,0,0,0.0108,0.0001,0
s_segment_9_1950,0,0.0622,0,0.0294,0.0025,0,0,0.4995,0,0,0.0181,0.0002,0,0.0001,0.3637,0.0243
s_segment_9_1955,0,0.0009,0.0001,0,0.0137,0.0027,0.002,0.1815,0.0753,0.0001,0.5378,0.0003,0,0,0.1641,0.0215
s_segment_9_1960,0.0013,0,0,0.0356,0,0.0001,0.1729,0,0.1415,0.4633,0.1769,0.003,0.0001,0,0,0.0053
s_segment_9_1961,0.0086,0.01,0.0007,0,0,0.0002,0.2628,0.2094,0,0.2955,0.0672,0,0,0.1395,0.0009,0.0052
s_segment_9_1968,0.0005,0.0028,0.0124,0.0001,0,0.0792,0.0025,0.1523,0.7215,0.0038,0.0009,0.0167,0.0001,0,0,0.0072
s_segment_9_1980,0.0002,0.0002,0,0.0299,0.0492,0.2243,0.0045,0.5056,0.0034,0.024,0,0.0311,0.0001,0.0001,0.116,0.0114
s_segment_9_1984,0.0114,0,0.0016,0.0001,0,0,0.0099,0.5265,0.005,0,0,0.0003,0.1358,0.0366,0.2728,0
s_segment_9_1997,0.0322,0.2768,0.0002,0.0001,0.0002,0.0006,0.0382,0.4818,0.1371,0.0011,0.0014,0,0.0042,0.0084,0.0008,0.0169
s_segment_9_200,0.0055,0.0091,0.0009,0,0.0001,0.3498,0,0.4851,0.1303,0.0006,0.0001,0,0.0183,0.0002,0,0
s_segment_9_2010,0.0002,0.0247,0.0001,0,0,0,0.6642,0.0001,0.0043,0.3064,0,0,0,0,0,0
s_segment_9_2018,0,0.0005,0,0,0.1014,0,0.0002,0.8654,0,0,0,0.0324,0.0001,0,0,0
s_segment_9_2036,0.0104,0.0001,0.0014,0,0.0014,0,0.1331,0.2886,0.0187,0.0388,0,0.5073,0.0001,0.0001,0,0
s_segment_9_2050,0.0788,0.0075,0,0.0042,0,0.0158,0.4513,0.0034,0.2808,0.0022,0.0975,0.0005,0.0049,0,0.053,0.0001
s_segment_9_2056,0.3492,0.0007,0.0001,0,0,0.0008,0.0232,0.5156,0.0004,0.0004,0.1096,0,0,0,0,0
s_segment_9_2079,0.0094,0.0035,0,0.0006,0.0044,0,0.0772,0.8855,0.0154,0.0001,0.0031,0.0003,0.0001,0.0002,0.0002,0
s_segment_9_2081,0.6593,0,0,0,0.0002,0,0,0.2705,0,0,0.069,0,0.0006,0.0003,0.0001,0
s_segment_9_2085,0.0342,0.1724,0.0035,0.0002,0.0513,0.0007,0.0004,0.2481,0.0001,0.2902,0.0461,0.0017,0.0227,0.0013,0.0509,0.0762
s_segment_9_2106,0.0001,0.0597,0.0001,0.0001,0.0027,0.167,0.1244,0.5836,0,0,0.0002,0.0003,0,0.041,0.0049,0.0159
s_segment_9_2111,0,0,0.0004,0.0002,0,0.0001,0.0065,0.9287,0.0141,0.0051,0,0,0.0004,0.0444,0.0001,0
s_segment_9_2136,0.0035,0.0067,0.122,0.0005,0.0004,0.0052,0.0862,0.5556,0.0007,0.001,0.0013,0.0008,0.1399,0.0683,0.005,0.0029
s_segment_9_2139,0,0,0,0.0086,0.0007,0,0,0.7151,0,0.0001,0.1095,0,0,0.1631,0.0029,0
s_segment_9_214,0,0,0.0002,0,0,0.0227,0.0001,0.0715,0.8928,0.0001,0,0.0006,0,0,0,0.012
s_segment_9_2149,0,0.1067,0,0.0819,0.0001,0.0154,0.0046,0.0493,0.4788,0.2012,0.005,0.0487,0.001,0.0038,0,0.0035
s_segment_9_2165,0.3316,0,0.0004,0.0001,0.0007,0.0057,0,0.5456,0.0001,0,0.0088,0.1042,0,0.0028,0,0
s_segment_9_2194,0.0001,0.0001,0.0016,0.0762,0,0,0.1148,0.0034,0.0871,0.5665,0.1463,0,0.0001,0,0.0012,0.0026
s_segment_9_2209,0.039,0.0137,0.0009,0.0482,0.001,0.0035,0.6734,0.0498,0.144,0.0001,0.0198,0.0001,0.0008,0,0.0057,0
s_segment_9_221,0.1568,0.0533,0,0.0004,0.1445,0.0567,0.1262,0,0.2748,0.0475,0,0.002,0.0001,0.0171,0,0.1206
s_segment_9_2219,0.0015,0,0.1628,0.0009,0,0.0005,0,0.6679,0,0,0.0015,0.0022,0.0002,0.0001,0.1622,0.0002
s_segment_9_2237,0,0,0.0011,0,0.0374,0.0001,0.0001,0.7281,0.0005,0,0,0,0,0.0012,0.2315,0
s_segment_9_2248,0.0015,0,0.0077,0.0001,0.0001,0.0109,0.0637,0.2225,0.6521,0.0001,0.0001,0.0122,0.0117,0.0084,0.0088,0.0001
s_segment_9_2252,0.0001,0.0004,0,0.0296,0,0.0001,0.0008,0.1806,0.01,0.5764,0.1953,0,0.0039,0.0001,0.0002,0.0025
s_segment_9_2253,0,0.1517,0.0001,0.0139,0.0023,0.0519,0.0088,0.0198,0.14,0.0138,0.2215,0,0,0.0039,0.364,0.0083
s_segment_9_2254,0,0.0414,0,0,0,0.0001,0.0637,0.7943,0,0.0002,0.009,0.0001,0.0101,0.0765,0,0.0046
s_segment_9_2264,0.0079,0.4272,0,0.0656,0.0017,0.0067,0.0237,0.3458,0.0002,0.0013,0,0.0813,0.0001,0,0.0175,0.021
s_segment_9_2279,0.0064,0.0001,0.0487,0.0007,0.0009,0.0899,0,0.8441,0.0084,0,0.0006,0.0001,0.0001,0,0,0
s_segment_9_2283,0,0.0472,0,0,0.069,0.0007,0.0021,0.2263,0.0001,0.6525,0,0.0002,0,0,0.0018,0.0001
s_segment_9_2288,0.0001,0.0002,0,0.0454,0.0106,0.0002,0,0.1148,0.754,0.073,0.0002,0,0.0001,0,0.0014,0
s_segment_9_229,0,0.3252,0.111,0.007,0.0001,0.0268,0,0.4746,0,0,0.0001,0,0.0458,0.0003,0.0091,0
s_segment_9_2290,0.0068,0.0529,0.0001,0.0505,0.0091,0.0784,0.0541,0.3883,0,0.0001,0.2993,0.0189,0.0413,0.0001,0.0001,0
s_segment_9_2299,0.0018,0.3434,0.0082,0,0.0001,0,0.0018,0.4584,0,0.0711,0.048,0.0001,0,0.0504,0.0016,0.0151
s_segment_9_2300,0.0168,0.0312,0.0158,0.2762,0.0018,0.0069,0.1616,0.1477,0.1902,0.0791,0,0.0411,0.0006,0.0002,0.0001,0.0307
s_segment_9_2306,0.0001,0.0001,0.0021,0.0002,0.0007,0.0139,0.1669,0.1113,0.5778,0.0005,0.0461,0.0003,0.0001,0.0079,0.0088,0.0632
s_segment_9_232,0,0,0.0328,0,0.0001,0.079,0.0065,0.6593,0.2071,0,0,0.0029,0.0089,0,0.001,0.0024
s_segment_9_2325,0.0001,0,0.0001,0.0008,0.0002,0.0009,0.0129,0.0493,0.8671,0.0265,0.0386,0.0001,0,0.0003,0.0002,0.0029
s_segment_9_2340,0,0,0.0092,0.0492,0.0001,0.4099,0.4437,0.0751,0,0,0,0.0068,0.0024,0,0,0.0036
s_segment_9_2377,0.035,0.0001,0,0.0001,0.0006,0,0.0001,0.3553,0.0075,0.4957,0.0822,0.0067,0.0147,0,0.0004,0.0016
s_segment_9_2380,0.0001,0.0014,0.0001,0.0623,0,0.0031,0.1062,0.377,0.0091,0.3592,0.0034,0,0,0.0127,0.0653,0.0001
s_segment_9_2394,0,0.0001,0.0353,0,0,0,0.0042,0,0.3077,0.0394,0.5759,0.0004,0,0,0,0.037
s_segment_9_2402,0.0001,0.0062,0.0005,0,0.0003,0.0043,0.0054,0.5447,0.0008,0.0283,0.0001,0.0035,0,0.0415,0.2627,0.1016
s_segment_9_2408,0.0103,0.0074,0.0009,0.0042,0,0.0001,0,0.9525,0.0001,0,0.0085,0.0017,0.008,0.0054,0.0009,0
s_segment_9_2414,0.0002,0.0271,0,0.0007,0,0,0.0017,0.2078,0.0019,0.7605,0,0,0,0.0001,0,0
s_segment_9_2429,0.0003,0.2553,0.0002,0.0051,0.0548,0.2331,0.0418,0.0002,0.0898,0.2575,0.0381,0.0001,0.0121,0.001,0,0.0106
s_segment_9_2431,0.0212,0.0007,0.0544,0,0.0007,0,0.0036,0.639,0.2749,0.0001,0,0,0.0005,0,0.0049,0
s_segment_9_2436,0.2185,0,0,0.0003,0,0.0476,0.0001,0.2057,0.183,0.0004,0,0.1446,0.1366,0,0,0.0632
s_segment_9_2460,0.1915,0.1507,0,0.254,0,0.0005,0.0001,0.3963,0,0,0.0023,0,0.0008,0.0001,0.0037,0
s_segment_9_2465,0.0019,0.0001,0,0,0,0.0004,0.3052,0.6918,0.0001,0.0001,0.0002,0,0.0002,0,0,0
s_segment_9_2477,0.0001,0.0016,0.0035,0.0077,0.0009,0.0012,0.0012,0.2991,0.1209,0.4617,0.0607,0.0003,0.0014,0.0003,0.0115,0.0279
s_segment_9_2482,0.0017,0.0062,0,0.0307,0.0006,0,0.0001,0.7037,0,0.1116,0.0476,0,0.0109,0,0.0868,0.0001
s_segment_9_2486,0,0.0039,0,0.001,0.249,0.0881,0.0944,0,0.4253,0.1359,0.0004,0.0008,0.0002,0.0009,0,0.0001
s_segment_9_25,0,0.0017,0.0003,0,0.0001,0,0,0.6104,0,0.0375,0.3481,0,0.0002,0.0017,0,0
s_segment_9_2513,0,0,0.0009,0.0013,0,0,0.1542,0.0001,0.2997,0.5292,0.0129,0,0,0.0016,0,0.0001
s_segment_9_2528,0.0137,0.0779,0.0373,0.0227,0.0274,0.4689,0.001,0.2155,0.0011,0.0296,0.0266,0.0017,0.0008,0.0291,0.0424,0.0043
s_segment_9_2535,0.0013,0.0798,0.1277,0,0.0001,0.0286,0.0001,0.3601,0.3735,0.0003,0,0.0251,0.0001,0.0033,0,0
s_segment_9_2544,0.0003,0.001,0,0.0086,0.0002,0.3237,0,0.0469,0.6156,0.0005,0,0.0016,0.0013,0.0002,0,0.0001
s_segment_9_255,0.0011,0.0006,0.0855,0.0003,0.0944,0.0035,0,0.5677,0.023,0.0286,0.1492,0.0084,0.0001,0.0053,0.0018,0.0305
s_segment_9_2560,0,0,0.003,0.0042,0.0572,0,0.4897,0.4415,0,0.0043,0,0,0,0.0001,0,0
s_segment_9_2590,0,0.008,0,0.0003,0.2571,0.0008,0.0007,0.1007,0,0.2384,0.3937,0.0001,0.0001,0,0,0.0001
s_segment_9_2595,0.0362,0.0013,0.0018,0.0001,0.0013,0.0049,0.0237,0.3433,0.3989,0,0.0103,0.0032,0.0004,0.0001,0.0001,0.1744
s_segment_9_2597,0.0002,0,0,0,0.0013,0,0.114,0.271,0.0171,0.3884,0,0,0,0.0001,0,0.2079
s_segment_9_2613,0.0002,0.0001,0.0001,0,0.0001,0.2864,0.165,0.3014,0.0064,0.0004,0,0.0001,0.1043,0.0006,0.1349,0
s_segment_9_2628,0.001,0.0002,0.0075,0.0006,0,0.0001,0.1252,0,0.4231,0,0.4031,0.0383,0,0.0009,0,0
s_segment_9_263,0,0,0,0.0646,0,0.0001,0,0.7854,0,0,0.1327,0,0.0172,0,0,0
s_segment_9_2632,0.0048,0,0,0,0.0001,0.0001,0,0.8435,0.1362,0.0028,0,0.0006,0.0118,0,0.0001,0
s_segment_9_2653,0,0.0058,0.0285,0.0001,0,0.3218,0.318,0.0558,0,0.2582,0,0.0114,0,0.0003,0,0.0001
s_segment_9_2657,0,0,0.1233,0,0.1118,0,0.0231,0.0091,0.7067,0.0001,0.006,0,0,0.0004,0.0011,0.0184
s_segment_9_2668,0.0476,0.0003,0.0001,0.0015,0.0577,0,0.4492,0.0009,0.2306,0.0001,0.0003,0.0241,0.0032,0.0008,0.0003,0.1833
s_segment_9_2683,0.003,0.0131,0.0015,0.0456,0,0.0047,0.0633,0.4387,0.0006,0,0.0001,0.3501,0.0625,0.0143,0.0024,0.0001
s_segment_9_2687,0.0685,0,0,0.0258,0,0.0114,0.0003,0.6847,0.0004,0,0.0001,0,0.0806,0.0434,0.0552,0.0296
s_segment_9_272,0.0125,0.003,0.0343,0.0047,0.0002,0.0893,0.0001,0.2658,0.2175,0.2459,0.0001,0.0012,0.0442,0,0.0689,0.0123
s_segment_9_2724,0.2224,0.0176,0,0.0003,0.0751,0,0.0007,0.6463,0,0.0002,0.0071,0.0104,0,0.0001,0.0158,0.004
s_segment_9_2727,0.1344,0.0001,0,0,0.0002,0.6159,0,0.1848,0.0292,0.0003,0.0276,0,0,0.0018,0.0056,0.0001
s_segment_9_2735,0,0.0001,0,0.0001,0.0366,0.2214,0.2094,0.398,0,0.1175,0,0.0043,0,0,0.0017,0.0109
s_segment_9_2768,0.0164,0.0001,0,0,0.0007,0.1486,0.0007,0.7304,0.0441,0.0001,0,0.0009,0,0.0577,0.0001,0.0002
s_segment_9_277,0,0.0001,0.1537,0,0,0,0.0786,0.0006,0.7413,0.0003,0.0001,0.0045,0.0153,0,0.0055,0
s_segment_9_2778,0.0442,0,0.0013,0.0005,0,0.0001,0.0027,0.4606,0.0001,0.0014,0.0003,0.0001,0.0001,0.006,0.4824,0.0002
s_segment_9_2780,0.0014,0.0003,0.0021,0,0,0,0.0018,0.1092,0.6957,0.0092,0,0.0322,0.0215,0,0.0001,0.1265
s_segment_9_2784,0.0001,0.0014,0.0062,0,0.0107,0.0001,0.2739,0,0.6945,0,0.0005,0.0077,0.0024,0,0.0025,0
s_segment_9_2820,0.0087,0.0004,0.0035,0.149,0.0001,0,0.237,0.0004,0,0.115,0.3981,0.0009,0.0708,0,0.0161,0
s_segment_9_2827,0.0589,0.0045,0.0142,0.0003,0.0004,0,0.0002,0.5775,0.0011,0.0644,0,0,0,0.0001,0.2783,0.0001
s_segment_9_2829,0.0199,0.299,0.0056,0.0002,0.0002,0.0014,0.1028,0.0015,0.0002,0.3215,0.2446,0.0025,0.0001,0,0,0.0005
s_segment_9_2839,0,0,0.0009,0.0001,0.0001,0,0,0.9784,0,0,0,0,0.0128,0.0075,0.0002,0
s_segment_9_2841,0.039,0.0001,0.0008,0.0001,0.0016,0.0001,0,0.0432,0.9044,0.0007,0.009,0,0.0002,0.0005,0.0001,0.0002
s_segment_9_2845,0.0019,0.0001,0.0747,0.0011,0.0005,0.0002,0.0348,0.1011,0.2325,0.0004,0.1815,0,0.0056,0.0046,0.3425,0.0185
s_segment_9_2876,0.0148,0.0001,0.0054,0,0.0012,0.0003,0.0063,0.9431,0.0018,0,0.0003,0.0001,0.0001,0.026,0.0001,0.0004
s_segment_9_288,0.0031,0.0712,0.2145,0,0.0001,0.0064,0,0.4912,0.0612,0.0957,0.0424,0,0.0025,0.0067,0.004,0.001
s_segment_9_2905,0,0.009,0.0018,0,0,0.0662,0.002,0.2413,0.2226,0.0001,0,0.0002,0.0008,0,0.4554,0.0006
s_segment_9_2912,0.0002,0.0004,0.037,0.0202,0.0243,0.0007,0.0012,0.6508,0,0.0005,0.114,0.0001,0,0.0604,0.0635,0.0267
s_segment_9_2916,0.0001,0.0861,0.2894,0.0205,0,0,0.0007,0.2298,0.0283,0.0099,0.1186,0,0.0002,0.0045,0.2119,0
s_segment_9_2919,0,0,0.0614,0,0.0003,0.0001,0.124,0.0018,0.7866,0.005,0,0.0011,0.0082,0.0103,0,0.0012
s_segment_9_2922,0.0001,0,0.011,0.0009,0.0023,0.1808,0.0443,0.0228,0.1279,0.1069,0.0002,0.0079,0.0006,0,0.4943,0
s_segment_9_2937,0.0182,0.0001,0.0436,0.0386,0.0507,0.0839,0.0002,0.6596,0,0.0029,0.0054,0.013,0.0824,0.0003,0.0001,0.001
s_segment_9_294,0.0003,0.0239,0.0001,0.0083,0,0,0.0058,0.8526,0,0,0,0,0,0,0,0.109
s_segment_9_2942,0.002,0,0,0,0.0098,0,0.0669,0.4476,0.0001,0,0,0,0.0001,0,0,0.4735
s_segment_9_2945,0.0018,0,0.0001,0.0009,0.2243,0.0025,0.4703,0.2497,0.0017,0.0018,0.0005,0,0,0,0.0433,0.0031
s_segment_9_2948,0,0,0,0.0014,0.1046,0,0.0007,0.4852,0.0193,0.0002,0.3654,0.0218,0,0.0014,0,0
s_segment_9_2952,0.0722,0.0002,0.0002,0.0285,0.0002,0.0299,0.0521,0,0.167,0.3505,0.0001,0,0.0053,0,0.0003,0.2935
s_segment_9_2959,0.0008,0.0027,0.0011,0.2911,0.0002,0.1248,0.0702,0.2306,0.0023,0.0026,0.033,0.1983,0.006,0.0003,0.0295,0.0065
s_segment_9_297,0,0,0,0,0,0.0001,0,0.1459,0.0227,0.6666,0.1398,0.0026,0.0001,0.019,0.0031,0.0001
s_segment_9_2983,0.0034,0.2663,0,0,0,0,0.0001,0.6122,0.0372,0.0049,0.0758,0,0,0,0,0.0001
s_segment_9_2986,0.0001,0.0001,0.0001,0,0,0.0028,0,0.3007,0.6858,0,0,0.0037,0,0.0008,0,0.0059
s_segment_9_2989,0.0002,0.003,0.0013,0.0432,0.0852,0.0706,0.0003,0.3836,0.0001,0.005,0.4033,0.0016,0,0.0001,0.0012,0.0013
s_segment_9_2993,0.0013,0.0011,0.0002,0.0002,0.0025,0.3277,0.0023,0.0006,0.3834,0.0033,0.0623,0.0009,0.0011,0.0077,0.1904,0.015
s_segment_9_3,0.0014,0,0.0002,0.1529,0.004,0,0.0298,0.2892,0,0.4359,0,0.0513,0.0001,0.0001,0.019,0.0161
s_segment_9_30,0,0.0001,0,0.017,0,0.1027,0.699,0.1727,0,0.0066,0,0.0004,0,0.0009,0.0005,0.0001
s_segment_9_300,0.0692,0.0971,0.0001,0.0017,0,0.0002,0.0002,0.3761,0.4456,0.0001,0,0.0068,0,0,0,0.0029
s_segment_9_3007,0,0.0001,0.0875,0.0248,0,0.0577,0.6507,0.1275,0.043,0.0007,0,0.0017,0.0001,0,0.0061,0.0001
s_segment_9_3010,0.0012,0.0262,0,0,0.0001,0.0001,0.5335,0.1195,0.1333,0,0.001,0.0023,0.0135,0.0064,0.16,0.0029
s_segment_9_3022,0.019,0.0001,0,0.2835,0.0001,0.0059,0.0363,0.587,0.0008,0.0004,0,0.0011,0.0594,0.0006,0.0058,0
s_segment_9_3025,0.0001,0,0.0001,0.0009,0.0296,0.0157,0.0084,0.3557,0.5693,0.0003,0,0.0192,0,0,0.0007,0
